device,cpu_mae,cpu_mse,cpu_smape,mem_mae,mem_mse,mem_smape
117,6.822319000340472,122.12163117350252,0.1469939743912065,2.1398855452313663,6.164514966764095,0.038268864219405604
118,1.3614955665001736,10.959255233095963,0.039791381056106655,1.3146070097162976,4.970999022024426,0.02164945737623888
119,1.6009220065595693,17.67637996898765,0.0450677369893466,2.0834098025071004,6.162822613230948,0.03599625918792159
120,1.2490803207937609,13.550292825731217,0.03696623394869647,5.0301601859514555,28.466399446595005,0.09029896951039208
121,1.4444835128728302,21.327499869437045,0.04007800960898154,4.776952005198779,27.579467597721393,0.08589278528995431
122,5.172326090095642,119.23239351513307,0.12156433126816128,7.877293771698805,73.51410988640683,0.14839029698262207
123,7.9645421821847044,187.3747932298048,0.16758915378185138,8.144171412777046,79.56181132712992,0.15934770894540445
124,5.360808969752334,141.1654888612933,0.10982418256525356,4.829577707124239,37.43787231421454,0.0795458867046503
125,5.71335734618409,147.8765836926542,0.11855971524778283,7.032269826055983,60.052759282993684,0.13367876554885905
126,13.319062409414917,269.0508363641478,0.26362342265930594,0.6040843294735881,0.5820202551863106,0.003736861992503371
127,5.3844874129465365,60.246831758427554,0.22292333109998808,0.3032541912302665,0.13447329112890588,0.002030471908343463
128,2.065335730730983,11.88621004474238,0.27452812651786995,0.17773746306224678,0.09286675146008266,0.0016813664848534748
129,3.0660440707869405,37.080944148433254,0.24366256536284564,0.6830122043685513,0.5485047454716014,0.005731080204343182
130,2.4084458531204973,11.738410857946548,0.13830702089677052,0.5021485856418246,0.3675256428416178,0.0037282857807583994
131,1.0187583659826567,1.8766926036146911,0.16050157225215345,0.44622178035965493,0.21849917706517488,0.003975250272604638
132,0.2279803447818319,0.3365898775556197,0.16578853881394817,0.01862558073234803,0.0011727561502451601,0.0002088275552253174
133,0.9674449829484607,6.165379480735192,0.2867830830410419,0.05786088531099832,0.004449583540803383,0.0006491382429246528
total,3.623845705135736,100.87024797217742,0.12701091922717966,3.460131508103593,54.22230374646228,0.0510598904285946
